Ticker,Company,Ind
EA,Electronic Arts,S&P 500
ELV,Elevance Health,S&P 500
EMR,Emerson Electric,S&P 500
ENPH,Enphase Energy,S&P 500
ETR,Entergy,S&P 500
EOG,EOG Resources,S&P 500
EPAM,EPAM Systems,S&P 500
EQT,EQT Corporation,S&P 500
EFX,Equifax,S&P 500
EQIX,Equinix,S&P 500
EQR,Equity Residential,S&P 500
ERIE,Erie Indemnity,S&P 500
ESS,Essex Property Trust,S&P 500
EL,Este Lauder Companies (The),S&P 500
EG,Everest Group,S&P 500
EVRG,Evergy,S&P 500
ES,Eversource Energy,S&P 500
EXC,Exelon,S&P 500
EXPE,Expedia Group,S&P 500
EXPD,Expeditors International,S&P 500
EXR,Extra Space Storage,S&P 500
XOM,ExxonMobil,S&P 500
FFIV,"F5, Inc.",S&P 500
FDS,FactSet,S&P 500
FICO,Fair Isaac,S&P 500
FAST,Fastenal,S&P 500
FRT,Federal Realty Investment Trust,S&P 500
FDX,FedEx,S&P 500
FIS,Fidelity National Information Services,S&P 500
FITB,Fifth Third Bancorp,S&P 500
FSLR,First Solar,S&P 500
FE,FirstEnergy,S&P 500
FI,Fiserv,S&P 500
FMC,FMC Corporation,S&P 500
F,Ford Motor Company,S&P 500
FTNT,Fortinet,S&P 500
FTV,Fortive,S&P 500
FOXA,Fox Corporation (Class A),S&P 500
FOX,Fox Corporation (Class B),S&P 500
BEN,Franklin Resources,S&P 500
FCX,Freeport-McMoRan,S&P 500
GRMN,Garmin,S&P 500
IT,Gartner,S&P 500
GE,GE Aerospace,S&P 500
GEHC,GE HealthCare,S&P 500
GEV,GE Vernova,S&P 500
GEN,Gen Digital,S&P 500
GNRC,Generac,S&P 500
GD,General Dynamics,S&P 500
GIS,General Mills,S&P 500
GM,General Motors,S&P 500
GPC,Genuine Parts Company,S&P 500
GILD,Gilead Sciences,S&P 500
GPN,Global Payments,S&P 500
GL,Globe Life,S&P 500
GDDY,GoDaddy,S&P 500
GS,Goldman Sachs,S&P 500
HAL,Halliburton,S&P 500
HIG,Hartford (The),S&P 500
HAS,Hasbro,S&P 500
HCA,HCA Healthcare,S&P 500
DOC,Healthpeak Properties,S&P 500
HSIC,Henry Schein,S&P 500
HSY,Hershey Company (The),S&P 500
HES,Hess Corporation,S&P 500
HPE,Hewlett Packard Enterprise,S&P 500
HLT,Hilton Worldwide,S&P 500
HOLX,Hologic,S&P 500
HD,Home Depot (The),S&P 500
HON,Honeywell,S&P 500
HRL,Hormel Foods,S&P 500
HST,Host Hotels & Resorts,S&P 500
HWM,Howmet Aerospace,S&P 500
HPQ,HP Inc.,S&P 500
HUBB,Hubbell Incorporated,S&P 500
HUM,Humana,S&P 500
HBAN,Huntington Bancshares,S&P 500
HII,Huntington Ingalls Industries,S&P 500
IBM,IBM,S&P 500
IEX,IDEX Corporation,S&P 500
IDXX,Idexx Laboratories,S&P 500
ITW,Illinois Tool Works,S&P 500
INCY,Incyte,S&P 500
IR,Ingersoll Rand,S&P 500
PODD,Insulet Corporation,S&P 500
INTC,Intel,S&P 500
ICE,Intercontinental Exchange,S&P 500
IFF,International Flavors & Fragrances,S&P 500
IP,International Paper,S&P 500
IPG,Interpublic Group of Companies (The),S&P 500
INTU,Intuit,S&P 500
ISRG,Intuitive Surgical,S&P 500
IVZ,Invesco,S&P 500
INVH,Invitation Homes,S&P 500
IQV,IQVIA,S&P 500
IRM,Iron Mountain,S&P 500
JBHT,J.B. Hunt,S&P 500
JBL,Jabil,S&P 500
JKHY,Jack Henry & Associates,S&P 500
J,Jacobs Solutions,S&P 500
JNJ,Johnson & Johnson,S&P 500
JCI,Johnson Controls,S&P 500
JPM,JPMorgan Chase,S&P 500
JNPR,Juniper Networks,S&P 500
K,Kellanova,S&P 500
KVUE,Kenvue,S&P 500
KDP,Keurig Dr Pepper,S&P 500
KEY,KeyCorp,S&P 500
KEYS,Keysight Technologies,S&P 500
KMB,Kimberly-Clark,S&P 500
KIM,Kimco Realty,S&P 500
KMI,Kinder Morgan,S&P 500
KKR,KKR,S&P 500
KLAC,KLA Corporation,S&P 500
KHC,Kraft Heinz,S&P 500
KR,Kroger,S&P 500
LHX,L3Harris,S&P 500
LH,LabCorp,S&P 500
LRCX,Lam Research,S&P 500
LW,Lamb Weston,S&P 500
LVS,Las Vegas Sands,S&P 500
LDOS,Leidos,S&P 500
LEN,Lennar,S&P 500
LLY,Lilly (Eli),S&P 500
LIN,Linde plc,S&P 500
LYV,Live Nation Entertainment,S&P 500
LKQ,LKQ Corporation,S&P 500
LMT,Lockheed Martin,S&P 500
L,Loews Corporation,S&P 500
LOW,Lowe's,S&P 500
LULU,Lululemon Athletica,S&P 500
LYB,LyondellBasell,S&P 500
MTB,M&T Bank,S&P 500
MPC,Marathon Petroleum,S&P 500
MKTX,MarketAxess,S&P 500
MAR,Marriott International,S&P 500
MMC,Marsh McLennan,S&P 500
MLM,Martin Marietta Materials,S&P 500
MAS,Masco,S&P 500
MA,Mastercard,S&P 500
MTCH,Match Group,S&P 500
MKC,McCormick & Company,S&P 500
MCD,McDonald's,S&P 500
MCK,McKesson Corporation,S&P 500
MDT,Medtronic,S&P 500
MRK,Merck & Co.,S&P 500
META,Meta Platforms,S&P 500
MET,MetLife,S&P 500
MTD,Mettler Toledo,S&P 500
MGM,MGM Resorts,S&P 500
MCHP,Microchip Technology,S&P 500
MU,Micron Technology,S&P 500
MSFT,Microsoft,S&P 500
MAA,Mid-America Apartment Communities,S&P 500
MRNA,Moderna,S&P 500
MHK,Mohawk Industries,S&P 500
MOH,Molina Healthcare,S&P 500
TAP,Molson Coors Beverage Company,S&P 500
MDLZ,Mondelez International,S&P 500
MPWR,Monolithic Power Systems,S&P 500
MNST,Monster Beverage,S&P 500
MCO,Moody's Corporation,S&P 500
MS,Morgan Stanley,S&P 500
MOS,Mosaic Company (The),S&P 500
MSI,Motorola Solutions,S&P 500
MSCI,MSCI,S&P 500
NDAQ,"Nasdaq, Inc.",S&P 500
NTAP,NetApp,S&P 500
NFLX,Netflix,S&P 500
NEM,Newmont,S&P 500
NWSA,News Corp (Class A),S&P 500
NWS,News Corp (Class B),S&P 500
NEE,NextEra Energy,S&P 500
NKE,"Nike, Inc.",S&P 500
NI,NiSource,S&P 500
NDSN,Nordson Corporation,S&P 500
NSC,Norfolk Southern Railway,S&P 500
NTRS,Northern Trust,S&P 500
NOC,Northrop Grumman,S&P 500
NCLH,Norwegian Cruise Line Holdings,S&P 500
NRG,NRG Energy,S&P 500
NUE,Nucor,S&P 500
NVDA,Nvidia,S&P 500
NVR,"NVR, Inc.",S&P 500
NXPI,NXP Semiconductors,S&P 500
ORLY,O'Reilly Auto Parts,S&P 500
OXY,Occidental Petroleum,S&P 500
ODFL,Old Dominion,S&P 500
OMC,Omnicom Group,S&P 500
ON,ON Semiconductor,S&P 500
OKE,ONEOK,S&P 500
ORCL,Oracle Corporation,S&P 500
OTIS,Otis Worldwide,S&P 500
PCAR,Paccar,S&P 500
PKG,Packaging Corporation of America,S&P 500
PLTR,Palantir Technologies,S&P 500
PANW,Palo Alto Networks,S&P 500
PARA,Paramount Global,S&P 500
PH,Parker Hannifin,S&P 500
PAYX,Paychex,S&P 500
PAYC,Paycom,S&P 500
PYPL,PayPal,S&P 500
PNR,Pentair,S&P 500
PEP,PepsiCo,S&P 500
PFE,Pfizer,S&P 500
PCG,PG&E Corporation,S&P 500
PM,Philip Morris International,S&P 500
PSX,Phillips 66,S&P 500
PNW,Pinnacle West,S&P 500
PNC,PNC Financial Services,S&P 500
POOL,Pool Corporation,S&P 500
PPG,PPG Industries,S&P 500
PPL,PPL Corporation,S&P 500
PFG,Principal Financial Group,S&P 500
PG,Procter & Gamble,S&P 500
PGR,Progressive Corporation,S&P 500
PLD,Prologis,S&P 500
PRU,Prudential Financial,S&P 500
PEG,Public Service Enterprise Group,S&P 500
PTC,PTC Inc.,S&P 500
PSA,Public Storage,S&P 500
PHM,PulteGroup,S&P 500
QRVO,Qorvo,S&P 500
PWR,Quanta Services,S&P 500
QCOM,Qualcomm,S&P 500
DGX,Quest Diagnostics,S&P 500
RL,Ralph Lauren Corporation,S&P 500
RJF,Raymond James Financial,S&P 500
RTX,RTX Corporation,S&P 500
O,Realty Income,S&P 500
REG,Regency Centers,S&P 500
REGN,Regeneron Pharmaceuticals,S&P 500
RF,Regions Financial Corporation,S&P 500
RSG,Republic Services,S&P 500
RMD,ResMed,S&P 500
RVTY,Revvity,S&P 500
ROK,Rockwell Automation,S&P 500
ROL,"Rollins, Inc.",S&P 500
ROP,Roper Technologies,S&P 500
ROST,Ross Stores,S&P 500
RCL,Royal Caribbean Group,S&P 500
SPGI,S&P Global,S&P 500
CRM,Salesforce,S&P 500
SBAC,SBA Communications,S&P 500
SLB,Schlumberger,S&P 500
STX,Seagate Technology,S&P 500
SRE,Sempra,S&P 500
NOW,ServiceNow,S&P 500
SHW,Sherwin-Williams,S&P 500
SPG,Simon Property Group,S&P 500
SWKS,Skyworks Solutions,S&P 500
SJM,J.M. Smucker Company (The),S&P 500
SW,Smurfit WestRock,S&P 500
SNA,Snap-on,S&P 500
SOLV,Solventum,S&P 500
SO,Southern Company,S&P 500
LUV,Southwest Airlines,S&P 500
SWK,Stanley Black & Decker,S&P 500
SBUX,Starbucks,S&P 500
STT,State Street Corporation,S&P 500
STLD,Steel Dynamics,S&P 500
STE,Steris,S&P 500
SYK,Stryker Corporation,S&P 500
SMCI,Supermicro,S&P 500
SYF,Synchrony Financial,S&P 500
SNPS,Synopsys,S&P 500
SYY,Sysco,S&P 500
TMUS,T-Mobile US,S&P 500
TROW,T. Rowe Price,S&P 500
TTWO,Take-Two Interactive,S&P 500
TPR,"Tapestry, Inc.",S&P 500
TRGP,Targa Resources,S&P 500
TGT,Target Corporation,S&P 500
TEL,TE Connectivity,S&P 500
TDY,Teledyne Technologies,S&P 500
TFX,Teleflex,S&P 500
TER,Teradyne,S&P 500
TSLA,"Tesla, Inc.",S&P 500
TXN,Texas Instruments,S&P 500
TPL,Texas Pacific Land Corporation,S&P 500
TXT,Textron,S&P 500
TMO,Thermo Fisher Scientific,S&P 500
TJX,TJX Companies,S&P 500
TSCO,Tractor Supply,S&P 500
TT,Trane Technologies,S&P 500
TDG,TransDigm Group,S&P 500
TRV,Travelers Companies (The),S&P 500
TRMB,Trimble Inc.,S&P 500
TFC,Truist Financial,S&P 500
TYL,Tyler Technologies,S&P 500
TSN,Tyson Foods,S&P 500
USB,U.S. Bancorp,S&P 500
UBER,Uber,S&P 500
UDR,"UDR, Inc.",S&P 500
ULTA,Ulta Beauty,S&P 500
UNP,Union Pacific Corporation,S&P 500
UAL,United Airlines Holdings,S&P 500
UPS,United Parcel Service,S&P 500
URI,United Rentals,S&P 500
UNH,UnitedHealth Group,S&P 500
UHS,Universal Health Services,S&P 500
VLO,Valero Energy,S&P 500
VTR,Ventas,S&P 500
VLTO,Veralto,S&P 500
VRSN,Verisign,S&P 500
VRSK,Verisk Analytics,S&P 500
VZ,Verizon,S&P 500
VRTX,Vertex Pharmaceuticals,S&P 500
VTRS,Viatris,S&P 500
VICI,Vici Properties,S&P 500
V,Visa Inc.,S&P 500
VST,Vistra Corp.,S&P 500
VMC,Vulcan Materials Company,S&P 500
WRB,W. R. Berkley Corporation,S&P 500
GWW,W. W. Grainger,S&P 500
WAB,Wabtec,S&P 500
WBA,Walgreens Boots Alliance,S&P 500
WMT,Walmart,S&P 500
DIS,Walt Disney Company (The),S&P 500
WBD,Warner Bros. Discovery,S&P 500
WM,Waste Management,S&P 500
WAT,Waters Corporation,S&P 500
WEC,WEC Energy Group,S&P 500
WFC,Wells Fargo,S&P 500
WELL,Welltower,S&P 500
WST,West Pharmaceutical Services,S&P 500
WDC,Western Digital,S&P 500
WY,Weyerhaeuser,S&P 500
WMB,Williams Companies,S&P 500
WTW,Willis Towers Watson,S&P 500
WYNN,Wynn Resorts,S&P 500
XEL,Xcel Energy,S&P 500
XYL,Xylem Inc.,S&P 500
YUM,Yum! Brands,S&P 500
ZBRA,Zebra Technologies,S&P 500
ZBH,Zimmer Biomet,S&P 500
ZTS,Zoetis,S&P 500
AC.PA,Accor,CAC 40
AI.PA,Air Liquide,CAC 40
AIR.PA,Airbus,CAC 40
MT.AS,ArcelorMittal,CAC 40
CS.PA,Axa,CAC 40
BNP.PA,BNP Paribas,CAC 40
EN.PA,Bouygues,CAC 40
CAP.PA,Capgemini,CAC 40
CA.PA,Carrefour,CAC 40
ACA.PA,Crdit Agricole,CAC 40
BN.PA,Danone,CAC 40
DSY.PA,Dassault Systmes,CAC 40
EDEN.PA,Edenred,CAC 40
ENGI.PA,Engie,CAC 40
EL.PA,EssilorLuxottica,CAC 40
ERF.PA,Eurofins Scientific,CAC 40
RMS.PA,Herms,CAC 40
KER.PA,Kering,CAC 40
OR.PA,L'Oral,CAC 40
LR.PA,Legrand,CAC 40
MC.PA,LVMH,CAC 40
ML.PA,Michelin,CAC 40
ORA.PA,Orange,CAC 40
RI.PA,Pernod Ricard,CAC 40
PUB.PA,Publicis,CAC 40
RNO.PA,Renault,CAC 40
SAF.PA,Safran,CAC 40
SGO.PA,Saint-Gobain,CAC 40
SAN.PA,Sanofi,CAC 40
SU.PA,Schneider Electric,CAC 40
GLE.PA,Socit Gnrale,CAC 40
STLAP.PA,Stellantis,CAC 40
STMPA.PA,STMicroelectronics,CAC 40
TEP.PA,Teleperformance,CAC 40
HO.PA,Thales,CAC 40
TTE.PA,TotalEnergies,CAC 40
URW.PA,Unibail-Rodamco-Westfield,CAC 40
VIE.PA,Veolia,CAC 40
DG.PA,Vinci,CAC 40
VIV.PA,Vivendi,CAC 40
ADS.DE,Adidas,DAX
AIR.PA,Airbus,DAX
ALV.DE,Allianz,DAX
BAS.DE,BASF,DAX
BAYN.DE,Bayer,DAX
BEI.DE,Beiersdorf,DAX
BMW.DE,BMW,DAX
BNR.DE,Brenntag,DAX
CBK.DE,Commerzbank,DAX
CON.DE,Continental,DAX
1COV.DE,Covestro,DAX
DTG.DE,Daimler Truck,DAX
DBK.DE,Deutsche Bank,DAX
DB1.DE,Deutsche Brse,DAX
DHL.DE,Deutsche Post,DAX
DTE.DE,Deutsche Telekom,DAX
EOAN.DE,E.ON,DAX
FRE.DE,Fresenius,DAX
HNR1.DE,Hannover Re,DAX
HEI.DE,Heidelberg Materials,DAX
HEN3.DE,Henkel,DAX
IFX.DE,Infineon Technologies,DAX
MBG.DE,Mercedes-Benz Group,DAX
MRK.DE,Merck,DAX
MTX.DE,MTU Aero Engines,DAX
MUV2.DE,Munich Re,DAX
P911.DE,Porsche,DAX
PAH3.DE,Porsche SE,DAX
QIA.DE,Qiagen,DAX
RHM.DE,Rheinmetall,DAX
RWE.DE,RWE,DAX
SAP.DE,SAP,DAX
SRT3.DE,Sartorius,DAX
SIE.DE,Siemens,DAX
ENR.DE,Siemens Energy,DAX
SHL.DE,Siemens Healthineers,DAX
SY1.DE,Symrise,DAX
VOW3.DE,Volkswagen Group,DAX
VNA.DE,Vonovia,DAX
ZAL.DE,Zalando,DAX
A2A.MI,A2A,FTSE MIB
AMP.MI,Amplifon,FTSE MIB
AZM.MI,Azimut,FTSE MIB
BMED.MI,Banca Mediolanum,FTSE MIB
BMPS.MI,Banca Monte dei Paschi di Siena,FTSE MIB
BAMI.MI,Banco BPM,FTSE MIB
BPSO.MI,Bca Pop Sondrio,FTSE MIB
BPE.MI,BPER Banca,FTSE MIB
BC.MI,Brunello Cucinelli,FTSE MIB
CPR.MI,Campari,FTSE MIB
DIA.MI,Diasorin,FTSE MIB
ENEL.MI,Enel,FTSE MIB
ENI.MI,Eni,FTSE MIB
ERG.MI,Erg,FTSE MIB
RACE.MI,Ferrari,FTSE MIB
FBK.MI,FinecoBank,FTSE MIB
G.MI,Generali,FTSE MIB
HER.MI,Hera,FTSE MIB
IP.MI,Interpump Group,FTSE MIB
ISP.MI,Intesa Sanpaolo,FTSE MIB
INW.MI,INWIT,FTSE MIB
IG.MI,Italgas,FTSE MIB
IVG.MI,Iveco Group,FTSE MIB
LDO.MI,Leonardo,FTSE MIB
MB.MI,Mediobanca,FTSE MIB
MONC.MI,Moncler,FTSE MIB
NEXI.MI,Nexi,FTSE MIB
PIRC.MI,Pirelli,FTSE MIB
PST.MI,Poste italiane,FTSE MIB
PRY.MI,Prysmian,FTSE MIB
REC.MI,Recordati,FTSE MIB
SPM.MI,Saipem,FTSE MIB
SRG.MI,Snam,FTSE MIB
STLAM.MI,Stellantis,FTSE MIB
STMMI.MI,STMicroelectronics,FTSE MIB
TIT.MI,Telecom Italia,FTSE MIB
TEN.MI,Tenaris,FTSE MIB
TRN.MI,Terna,FTSE MIB
UCG.MI,UniCredit,FTSE MIB
UNI.MI,Unipol,FTSE MIB
III.L,3i,FTSE 100
ADM.L,Admiral Group,FTSE 100
AAF.L,Airtel Africa,FTSE 100
AAL.L,Anglo American plc,FTSE 100
ANTO.L,Antofagasta plc,FTSE 100
AHT.L,Ashtead Group,FTSE 100
ABF.L,Associated British Foods,FTSE 100
AZN.L,AstraZeneca,FTSE 100
AUTO.L,Auto Trader Group,FTSE 100
AV.L,Aviva,FTSE 100
BME.L,B&M,FTSE 100
BA.L,BAE Systems,FTSE 100
BARC.L,Barclays,FTSE 100
BTRW.L,Barratt Redrow,FTSE 100
BEZ.L,Beazley,FTSE 100
BKG.L,Berkeley Group Holdings,FTSE 100
BP.L,BP,FTSE 100
BATS.L,British American Tobacco,FTSE 100
BLND.L,British Land,FTSE 100
BT-A.L,BT Group,FTSE 100
BNZL.L,Bunzl,FTSE 100
CNA.L,Centrica,FTSE 100
CCH.L,Coca-Cola HBC,FTSE 100
CPG.L,Compass Group,FTSE 100
CTEC.L,Convatec,FTSE 100
CRDA.L,Croda International,FTSE 100
DCC.L,DCC plc,FTSE 100
DGE.L,Diageo,FTSE 100
DPLM.L,Diploma,FTSE 100
EDV.L,Endeavour Mining,FTSE 100
ENT.L,Entain,FTSE 100
EZJ.L,EasyJet,FTSE 100
EXPN.L,Experian,FTSE 100
FCIT.L,F & C Investment Trust,FTSE 100
FRAS.L,Frasers Group,FTSE 100
FRES.L,Fresnillo plc,FTSE 100
GLEN.L,Glencore,FTSE 100
GSK.L,GSK plc,FTSE 100
HLN.L,Haleon,FTSE 100
HLMA.L,Halma plc,FTSE 100
HL.L,Hargreaves Lansdown,FTSE 100
HIK.L,Hikma Pharmaceuticals,FTSE 100
HSX.L,Hiscox,FTSE 100
HWDN.L,Howdens Joinery,FTSE 100
HSBA.L,HSBC,FTSE 100
IHG.L,IHG Hotels & Resorts,FTSE 100
IMI.L,IMI,FTSE 100
IMB.L,Imperial Brands,FTSE 100
INF.L,Informa,FTSE 100
ICG.L,Intermediate Capital Group,FTSE 100
IAG.L,International Airlines Group,FTSE 100
ITRK.L,Intertek,FTSE 100
JD.L,JD Sports,FTSE 100
KGF.L,Kingfisher plc,FTSE 100
LAND.L,Land Securities,FTSE 100
LGEN.L,Legal & General,FTSE 100
LLOY.L,Lloyds Banking Group,FTSE 100
LMP.L,LondonMetric Property,FTSE 100
LSEG.L,London Stock Exchange Group,FTSE 100
MNG.L,M&G,FTSE 100
MKS.L,Marks & Spencer,FTSE 100
MRO.L,Melrose Industries,FTSE 100
MNDI.L,Mondi,FTSE 100
NG.L,National Grid plc,FTSE 100
NWG.L,NatWest Group,FTSE 100
NXT.L,Next plc,FTSE 100
PSON.L,Pearson plc,FTSE 100
PSH.L,Pershing Square Holdings,FTSE 100
PSN.L,Persimmon,FTSE 100
PHNX.L,Phoenix Group,FTSE 100
PRU.L,Prudential plc,FTSE 100
RKT.L,Reckitt,FTSE 100
REL.L,RELX,FTSE 100
RTO.L,Rentokil Initial,FTSE 100
RMV.L,Rightmove,FTSE 100
RIO.L,Rio Tinto,FTSE 100
RR.L,Rolls-Royce Holdings,FTSE 100
SGE.L,Sage Group,FTSE 100
SBRY.L,Sainsbury's,FTSE 100
SDR.L,Schroders,FTSE 100
SMT.L,Scottish Mortgage Investment Trust,FTSE 100
SGRO.L,Segro,FTSE 100
SVT.L,Severn Trent,FTSE 100
SHEL.L,Shell plc,FTSE 100
SMDS.L,DS Smith,FTSE 100
SMIN.L,Smiths Group,FTSE 100
SN.L,Smith & Nephew,FTSE 100
SPX.L,Spirax Group,FTSE 100
SSE.L,SSE plc,FTSE 100
STAN.L,Standard Chartered,FTSE 100
TW.L,Taylor Wimpey,FTSE 100
TSCO.L,Tesco,FTSE 100
ULVR.L,Unilever,FTSE 100
UU.L,United Utilities,FTSE 100
UTG.L,Unite Group,FTSE 100
VTY.L,Vistry Group,FTSE 100
VOD.L,Vodafone Group,FTSE 100
WEIR.L,Weir Group,FTSE 100
WTB.L,Whitbread,FTSE 100
WPP.L,WPP plc,FTSE 100
ACS.MC,ACS,IBEX 35
ACX.MC,Acerinox,IBEX 35
AENA.MC,Aena,IBEX 35
AMS.MC,Amadeus IT Group,IBEX 35
ANA.MC,Acciona,IBEX 35
ANE.MC,Acciona Energa,IBEX 35
BBVA.MC,BBVA,IBEX 35
BKT.MC,Bankinter,IBEX 35
CABK.MC,CaixaBank,IBEX 35
CLNX.MC,Cellnex Telecom,IBEX 35
COL.MC,Inmobiliaria Colonial,IBEX 35
ELE.MC,Endesa,IBEX 35
ENG.MC,Enags,IBEX 35
FDR.MC,Fluidra,IBEX 35
FER.MC,Ferrovial,IBEX 35
GRF.MC,Grifols,IBEX 35
IAG.MC,International Airlines Group,IBEX 35
IBE.MC,Iberdrola,IBEX 35
IDR.MC,Indra,IBEX 35
ITX.MC,Inditex,IBEX 35
LOG.MC,Logista,IBEX 35
MAP.MC,Mapfre,IBEX 35
MRL.MC,Merlin Properties,IBEX 35
MTS.MC,ArcelorMittal,IBEX 35
NTGY.MC,Naturgy,IBEX 35
PUIG.MC,Puig,IBEX 35
RED.MC,Redeia Corporacin,IBEX 35
REP.MC,Repsol,IBEX 35
ROVI.MC,Laboratorios Rovi[es],IBEX 35
SAB.MC,Banco Sabadell,IBEX 35
SAN.MC,Santander,IBEX 35
SCYR.MC,Sacyr,IBEX 35
SLR.MC,Solaria,IBEX 35
TEF.MC,Telefnica,IBEX 35
UNI.MC,Unicaja,IBEX 35
